timestamp,tx_px,ty_px,rotation_2d_rad,scale,shear,inlier_ratio,fit_rmse_px,spatial_coverage,motion_quality
0.0,0.05410715250672013,0.03573786816388532,-2.6439663707572976e-05,1.0000954364529173,0.0,1.0,0.07321364965270906,0.7747395833333334,GOOD
0.020428571825469394,0.05105871412777609,0.023434063373075627,-2.1423224037883607e-05,1.000120574574774,0.0,1.0,0.07218824899751711,0.7747395833333334,GOOD
0.04085714365093879,0.08067069595700505,0.01967616945727056,-1.7545359095654544e-05,1.0000978733188053,0.0,1.0,0.08829923840531373,0.7747395833333334,GOOD
0.06128571547640819,0.09795690767860585,-0.03210375119485987,9.919158483193424e-05,1.000108230278538,0.0,1.0,0.09784079736000394,0.7747395833333334,GOOD
0.08171428730187758,0.07351670076523215,-0.019617968663414892,6.97388056459666e-05,1.0001226273189359,0.0,1.0,0.108362963346466,0.7747395833333334,GOOD
0.10214285912734698,0.07642200970718999,-0.0018641558341424905,3.2692727673878684e-05,1.0001169867078363,0.0,1.0,0.12094575822813447,0.7747395833333334,GOOD
0.12257143095281638,0.06973523779836407,0.013046440449268573,-5.596826701395862e-05,1.0001256586139435,0.0,1.0,0.1477628394812062,0.7747395833333334,GOOD
0.14300000277828576,0.05597273660164011,0.0176913146933695,-0.00010620791954073877,1.000134122095544,0.0,1.0,0.16565846454196737,0.7747395833333334,GOOD
0.16342857460375515,0.0652963636238723,0.004746759588377343,-7.651801321768522e-05,1.0001213189479294,0.0,1.0,0.18795137698104897,0.7747395833333334,GOOD
0.18385714642922457,0.062487247091522403,0.014009712418150425,-9.347784924416985e-05,1.0001246046154055,0.0,1.0,0.19622627707003754,0.7747395833333334,GOOD
0.20428571825469397,0.0824709210476761,0.02965385659782879,-9.523050195151193e-05,1.000066538467763,0.0,1.0,0.1986493765300345,0.7747395833333334,GOOD
0.22471429008016336,0.07638506062397525,0.04386919920295733,-9.569305728070287e-05,1.0000998348393464,0.0,1.0,0.20063497120043286,0.7747395833333334,GOOD
0.24514286190563275,0.0722999584185654,0.02625743476042168,-8.454026310183605e-05,1.0000981318829667,0.0,1.0,0.19648546210985987,0.7747395833333334,GOOD
0.26557143373110215,0.0708820101120203,0.023387024512757804,-8.678750273814232e-05,1.0001184862607764,0.0,1.0,0.20477054328101796,0.7747395833333334,GOOD
0.2860000055565715,0.07566187067582597,0.043354490488154936,-0.00014545055241216423,1.0001040481208305,0.0,1.0,0.22188129523863012,0.7747395833333334,GOOD
0.30642857738204093,0.07277013509400962,0.05787353255338898,-0.00015958453445778458,1.0000625872723938,0.0,1.0,0.22282246041742942,0.7747395833333334,GOOD
0.3268571492075103,0.068218033961087,0.06086447245796122,-0.0001501843941475784,1.000098696548693,0.0,1.0,0.22423535685443488,0.7747395833333334,GOOD
0.3472857210329797,0.06641151448028092,0.06085724415090379,-0.00016072809248512726,1.0000921723417482,0.0,1.0,0.21506815873099605,0.7747395833333334,GOOD
0.36771429285844914,0.0682425246137854,0.05140037230628291,-0.00013813050872039993,1.0000854353676019,0.0,1.0,0.19908237959603306,0.7747395833333334,GOOD
0.3881428646839185,0.06401348274303983,0.05018144462255289,-0.0001491753238790696,1.0000844210012105,0.0,1.0,0.19431830247946968,0.7747395833333334,GOOD
0.40857143650938793,0.06531498670508257,0.0345100819357711,-0.00011479080727265697,1.000088407217755,0.0,1.0,0.18324332145865013,0.7747395833333334,GOOD
0.4290000083348573,0.06062240593466775,0.04846622351956747,-0.00011920069351142519,1.0000962617461735,0.0,1.0,0.17411955793379044,0.7747395833333334,GOOD
0.4494285801603267,0.056644621077740306,0.05629036083318678,-0.0001286869370517151,1.000105680779585,0.0,1.0,0.16452691522891574,0.7747395833333334,GOOD
0.4698571519857961,0.05563395616828447,0.06069739947770861,-0.00014481895101746875,1.0001062893494777,0.0,1.0,0.15947498809158886,0.7747395833333334,GOOD
0.4902857238112655,0.06129886392712712,0.05382680238515267,-0.00011225311762047536,1.0000918292740244,0.0,1.0,0.17295762361799785,0.7747395833333334,GOOD
0.5107142956367349,0.058285753882025525,0.057974907730861,-0.00010476236755348156,1.0001113962988784,0.0,1.0,0.16111961406363842,0.7747395833333334,GOOD
0.5311428674622043,0.06471648910941223,0.054912156953640996,-0.00012424714160160977,1.0000944977389477,0.0,1.0,0.16942738865508367,0.7747395833333334,GOOD
0.5515714392876737,0.07209053351431695,0.051015070438411386,-0.00012776956744387568,1.0000900479783013,0.0,1.0,0.16263160874385266,0.7747395833333334,GOOD
0.572000011113143,0.07628068811094181,0.047027902010447306,-0.00011522856155454715,1.0000975942644315,0.0,1.0,0.1538678911017987,0.7747395833333334,GOOD
0.5924285829386124,0.08083593311207174,0.0412005587265764,-0.00010552166926484528,1.000126091528764,0.0,1.0,0.1629973682442749,0.7747395833333334,GOOD
0.6128571547640819,0.061090082980256734,0.03243410241603863,-9.760762554604487e-05,1.0001926992181205,0.0,1.0,0.1724163989507068,0.7747395833333334,GOOD
0.6332857265895513,0.049552167193167865,0.06530993296925416,-0.0001822638907025005,1.0001948246370853,0.0,1.0,0.20241297719844537,0.7747395833333334,GOOD
0.6537142984150206,0.06897336274363224,0.06116567037426364,-0.0001224543951753354,1.000176503065285,0.0,1.0,0.20495313897723644,0.7747395833333334,GOOD
0.67414287024049,0.07463449203820646,0.05519202068788593,-8.638453918135357e-05,1.0001764187833533,0.0,1.0,0.2025544226968398,0.7747395833333334,GOOD
0.6945714420659594,0.079002232331406,0.028704997217232346,-2.119425687924981e-05,1.0001901092371561,0.0,1.0,0.18174499665055444,0.7747395833333334,GOOD
0.7150000138914289,0.11318294766446318,0.010775617176250536,2.973923052543294e-05,1.000144032345925,0.0,1.0,0.1786280149983358,0.7747395833333334,GOOD
0.7354285857168983,0.1057751594554539,0.008113068706801604,3.770756051140542e-05,1.0001427355276857,0.0,1.0,0.17204690763095168,0.7747395833333334,GOOD
0.7558571575423676,0.11628251183768522,0.004842024465212813,7.26776053936753e-05,1.0001290620175105,0.0,1.0,0.179568902785908,0.7747395833333334,GOOD
0.776285729367837,0.10226591494705162,0.008497404212859418,6.193792004724984e-05,1.0001197928077554,0.0,1.0,0.1837328204613589,0.7747395833333334,GOOD
0.7967143011933064,0.10324580058473432,0.008328476538526842,6.977324721402351e-05,1.0000929844005348,0.0,1.0,0.18873419509462763,0.7747395833333334,GOOD
0.8171428730187759,0.09088939266782069,-0.00225987125600869,9.104122915340555e-05,1.000065289966455,0.0,1.0,0.21178439253943773,0.7747395833333334,GOOD
0.8375714448442452,0.06412519530471181,0.016331965575502216,2.9943602753108186e-05,1.0001304984317676,0.0,1.0,0.20851430755601644,0.7747395833333334,GOOD
0.8580000166697146,0.08565655157393665,0.010123666612337837,2.2420406678331366e-05,1.0001164672078986,0.0,1.0,0.19947395181200278,0.7747395833333334,GOOD
0.878428588495184,0.09649110091103,0.0003838053507822445,3.3759244847549055e-05,1.000095195328555,0.0,1.0,0.2008328128618728,0.7747395833333334,GOOD
0.8988571603206534,0.10470579511237718,-0.008777343456210895,4.095743593852612e-05,1.0001017342409102,0.0,1.0,0.20572412080075717,0.7747395833333334,GOOD
0.9192857321461227,0.1027206197688659,-0.011341590992350013,1.5512311435542987e-05,1.0001240757227912,0.0,1.0,0.21503526495870173,0.7747395833333334,GOOD
0.9397143039715922,0.09058338788352782,0.02686324644135865,-6.210723902618962e-05,1.0001161816365185,0.0,1.0,0.23201368175045245,0.7747395833333334,GOOD
0.9601428757970616,0.07296618564730696,0.02859731495260365,-4.815894810921495e-05,1.0001088931765931,0.0,1.0,0.21797551476913804,0.7747395833333334,GOOD
0.980571447622531,0.07216717207922645,0.10531896326865432,-4.82778318185239e-05,1.0000534841456536,0.0,1.0,0.26389095274939584,0.7747395833333334,GOOD
1.0010000194480004,0.10181144223919511,0.12265662648631495,-5.067446027402684e-05,1.000043615038171,0.0,1.0,0.2635007595263548,0.7747395833333334,GOOD
1.0214285912734697,0.1294480035181243,0.12536649510306205,-4.505772797303404e-05,0.9999865529369601,0.0,1.0,0.2624690289668704,0.7747395833333334,GOOD
1.0418571630989393,0.13715167221461944,0.1297417282726344,-9.073110189467992e-05,0.9999888398784982,0.0,1.0,0.2563604139748306,0.7747395833333334,GOOD
1.0622857349244086,0.13587460802480125,0.14158412770927808,-9.920633457820016e-05,0.9999532188105336,0.0,1.0,0.25845935728992103,0.7747395833333334,GOOD
1.082714306749878,0.15812099227589116,0.12305884640804764,-1.9629590486990567e-05,0.9998979165794346,0.0,1.0,0.2605014872493772,0.7747395833333334,GOOD
1.1031428785753474,0.15758704124737122,0.1454002239509087,-7.275761862555857e-05,0.99989979650347,0.0,1.0,0.2667834329033831,0.7747395833333334,GOOD
1.1235714504008167,0.1337971357707479,0.16064077715676958,-0.00010026644573703531,0.9998965905114614,0.0,1.0,0.26620088708112666,0.7747395833333334,GOOD
1.144000022226286,0.11700459305001426,0.1686880921284976,-0.00012481231563713706,0.9999175161746884,0.0,1.0,0.26615549216942536,0.7747395833333334,GOOD
1.1644285940517556,0.1348399246596552,0.17228670826452663,-8.356025326531668e-05,0.9999344416984757,0.0,1.0,0.2653371009082553,0.7747395833333334,GOOD
1.184857165877225,0.14758365149763958,0.15459623018725688,-4.37689154820921e-05,0.9999115022133708,0.0,1.0,0.27146091648085097,0.7747395833333334,GOOD
1.2052857377026944,0.16663279656682828,0.07993801198932964,8.616194287948546e-05,0.9999026786368231,0.0,1.0,0.2636052564316125,0.7747395833333334,GOOD
1.2257143095281637,0.16335330464233142,0.06969855400514177,9.921428591997708e-05,0.999928118770377,0.0,1.0,0.26064882514524246,0.7747395833333334,GOOD
1.246142881353633,0.1536417988009272,0.09645825740795487,5.466637984443065e-05,0.9999012702312529,0.0,1.0,0.26393348274065753,0.7747395833333334,GOOD
