feature_version,feature_availability,window_start,window_end,sample_count,effective_fps,timestamp_rms_jitter_s,estimated_missing_frames,common_peak_displacement_px,common_rms_displacement_px,common_peak_velocity_px_s,common_peak_acceleration_px_s2,common_rms_acceleration_px_s2,common_dominant_frequency_hz,common_energy_0p3_1_hz,common_energy_1_3_hz,common_energy_3_8_hz,strong_motion_duration_s,residual_rms_px,residual_peak_px,residual_median_point_rms_px,residual_p95_point_rms_px,residual_point_dispersion_px,active_object_fraction,mean_visibility,mean_inlier_ratio,mean_fit_rmse_px,mean_active_track_count,quality_flags,derivative_method,causal
videoeew-motion-v1,EVENT_END_CAUSAL_AGGREGATE_NOT_RUNNING,0.0,17.89542891911119,877,48.95104799999967,4.49729487315104e-16,0,11.526649515681031,2.616194479152304,447.4266480513465,13509.654065086506,2829.5538160524684,3.516437883694389,0.0006762577773793142,0.06612644367525312,2.477745048973077,7.681143006376544,0.40702368361355534,2.3908870367803354,0.34054513943017506,0.7131926068243077,0.14884081718915743,0.03823403648802737,0.997790763968073,0.9970548883657631,0.379515443211916,31.929304446978335,GOOD,causal_polynomial,1
