timestamp,block_index,rss_mb,peak_rss_mb,system_available_mem_mb
14.54514313973421,89,1121.66796875,2513.4765625,19856.3515625
14.708571714337964,90,1121.671875,2513.48046875,19784.203125
14.87200028894172,91,1121.671875,2513.48046875,19866.19921875
15.035428863545475,92,1121.671875,2513.48046875,19865.58984375
15.198857438149231,93,1121.67578125,2513.51171875,19796.5625
15.362286012752985,94,1121.67578125,2513.51171875,19715.5703125
15.52571458735674,95,1121.67578125,2513.5859375,19723.234375
15.689143161960496,96,1121.67578125,2513.5859375,19705.23046875
15.85257173656425,97,1121.6796875,2513.5859375,19755.6015625
16.016000311168007,98,1121.68359375,2513.5859375,19742.75390625
16.17942888577176,99,1121.68359375,2513.5859375,19713.6875
16.342857460375516,100,1121.6875,2513.61328125,19710.203125
16.506286034979272,101,1121.66015625,2513.6171875,19942.1328125
16.66971460958303,102,1121.66015625,2513.6171875,19871.9765625
16.83314318418678,103,1121.6640625,2513.6171875,19779.12890625
16.996571758790537,104,1121.6640625,2513.6171875,19686.77734375
17.160000333394294,105,1121.671875,2513.6171875,19932.32421875
17.323428907998046,106,1121.671875,2513.6171875,19929.44140625
17.486857482601803,107,1121.671875,2513.6171875,19974.55078125
17.65028605720556,108,1121.83984375,2513.80859375,19963.0234375
