timestamp,frame_queue_depth,block_queue_depth,writer_queue_depth,capture_queue_depth,tracker_queue_depth,output_queue_depth,dropped_frames,dropped_blocks,overload_state
7511072.482708707,16,1,0,16,0,1,1,0,OVERLOAD
